libelle_evenements,grande_categorie,code_categorie,Adresse,Numéro,categorie_nom,Nom de la structure,Code Postal,Ville,Lat,Lng,sous_categorie,refugie,asile,Sexe,family,Langues.1,Langues.2,Langues.3,code
 Accompagnement social,conseil,404,"2 Rue Henri Barbusse, Saint-Denis, France",5219,Conseil,Maison de quartier Romain Rolland,93200,Saint-Denis,2.371916000000056,48.93836100000001,"Formation français, Formation français, Permanence juridique, Ecrivain public, Soutien scolaire, Soutien scolaire, Activités, Activités, Activités, Activités, Activités, Accompagnement social",True,True,mixte,True,français,,,93
 Ecrivain public,conseil,405,"2 Rue Henri Barbusse, Saint-Denis, France",5219,Conseil,Maison de quartier Romain Rolland,93200,Saint-Denis,2.371916000000056,48.93836100000001,"Formation français, Formation français, Permanence juridique, Ecrivain public, Soutien scolaire, Soutien scolaire, Activités, Activités, Activités, Activités, Activités, Accompagnement social",True,True,mixte,True,français,,,93
 Permanence juridique,conseil,402,"2 Rue Henri Barbusse, Saint-Denis, France",5219,Conseil,Maison de quartier Romain Rolland,93200,Saint-Denis,2.371916000000056,48.93836100000001,"Formation français, Formation français, Permanence juridique, Ecrivain public, Soutien scolaire, Soutien scolaire, Activités, Activités, Activités, Activités, Activités, Accompagnement social",True,True,mixte,True,français,,,93
 Accompagnement social,conseil,404,"2 Rue Jacques Blieck, 33380 Marcheprime, France",5585,Conseil,CCAS de Marcheprime,33380,Marcheprime,-0.8537143999999444,44.6924925,"Accompagnement social, Conseil administratif, Accompagnement social",False,False,mixte,True,français,,,33
 Conseil administratif,conseil,407,"2 Rue Jacques Blieck, 33380 Marcheprime, France",5585,Conseil,CCAS de Marcheprime,33380,Marcheprime,-0.8537143999999444,44.6924925,"Accompagnement social, Conseil administratif, Accompagnement social",False,False,mixte,True,français,,,33
 Conseil handicap,conseil,406,"2 Rue Jean Artus, Bordeaux, France",6260,Conseil,Le Club Mozart (COJ),33300,Bordeaux,-0.582918100000029,44.86128069999999,"Accueil de jour, Conseil handicap, Activités",False,False,mixte,False,français,,,33
 Accompagnement social,conseil,404,"2 Rue Jean Jaurès, 33240 Saint-André-de-Cubzac, France",4141,Conseil,Secours Catholique  Saint-André de Cubzac,33240,Saint-André-de-Cubzac,-0.4497569999999768,44.9996381,"Activités, Accompagnement social",True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"2 Rue Jules Cloquet, 75018 Paris, France",2737,Conseil,ASSFAM (Association Service Social Familial Migrants),75018,Paris,2.3321604000000207,48.89713789999999,"Accompagnement social, Permanence juridique, Conseil administratif",True,True,mixte,True,français,,,75
 Conseil administratif,conseil,407,"2 Rue Jules Cloquet, 75018 Paris, France",2737,Conseil,ASSFAM (Association Service Social Familial Migrants),75018,Paris,2.3321604000000207,48.89713789999999,"Accompagnement social, Permanence juridique, Conseil administratif",True,True,mixte,True,français,,,75
 Permanence juridique,conseil,402,"2 Rue Jules Cloquet, 75018 Paris, France",2737,Conseil,ASSFAM (Association Service Social Familial Migrants),75018,Paris,2.3321604000000207,48.89713789999999,"Accompagnement social, Permanence juridique, Conseil administratif",True,True,mixte,True,français,,,75
 Accompagnement social,conseil,404,"2 Rue Louis Massina, 33440 Ambarès-et-Lagrave, France",6239,Conseil,MDS d'Ambarès et Lagrave,33440,Ambarès-et-Lagrave,-0.4878671000000167,44.9273268,"Accompagnement social, Addiction",True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"2 Rue Maryse Bastié, 93370 Montfermeil, France",3248,Conseil,Circonscription du Service Social Départemental de Montfermeil et Coubron,93370,Montfermeil,2.5692861,48.902307,Accompagnement social,False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"2 rue Paul Bert, 33000 BORDEAUX",1960,Conseil,Réseau Paul Bert,33000,Bordeaux,-0.5743321,44.8367498,"Accueil de jour, Laverie, Douche, Restauration assise, Ordinateur, Formation français, Ecrivain public, Atelier numérique, Activités, Téléphones, Bien-être, Bien-être, Accompagnement social, Bien-être, Accompagnement à l'emploi",False,False,mixte,True,français,,,33
 Ecrivain public,conseil,405,"2 rue Paul Bert, 33000 BORDEAUX",1960,Conseil,Réseau Paul Bert,33000,Bordeaux,-0.5743321,44.8367498,"Accueil de jour, Laverie, Douche, Restauration assise, Ordinateur, Formation français, Ecrivain public, Atelier numérique, Activités, Téléphones, Bien-être, Bien-être, Accompagnement social, Bien-être, Accompagnement à l'emploi",False,False,mixte,True,français,,,33
 Accompagnement social,conseil,404,"2 Rue Paul Langevin, 93270 Sevran, France",5064,Conseil,CCAS de Sevran,93270,Sevran,2.5279846999999336,48.94627139999999,"Accompagnement social, Conseil administratif, Conseil handicap, Domiciliation",False,False,mixte,True,français,,,93
 Conseil administratif,conseil,407,"2 Rue Paul Langevin, 93270 Sevran, France",5064,Conseil,CCAS de Sevran,93270,Sevran,2.5279846999999336,48.94627139999999,"Accompagnement social, Conseil administratif, Conseil handicap, Domiciliation",False,False,mixte,True,français,,,93
 Conseil handicap,conseil,406,"2 Rue Paul Langevin, 93270 Sevran, France",5064,Conseil,CCAS de Sevran,93270,Sevran,2.5279846999999336,48.94627139999999,"Accompagnement social, Conseil administratif, Conseil handicap, Domiciliation",False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"2 Rue Richomme, 75018 Paris, France",312,Conseil,Accueil Laghouat,75018,Paris,2.352399900000023,48.88661399999999,"Ecrivain public, Domiciliation, Formation français, Soutien scolaire, Accompagnement social",False,False,mixte,False,français,,,75
 Accompagnement social,conseil,404,"2 Rue Stéphane Mallarmé, Cenon, France",4703,Conseil,Centre Social Et Culturel La Colline,33150,Cenon,-0.5204998000000387,44.8562755,"Conseil administratif, Formation français, Ecrivain public, Psychologie, Accompagnement social, Activités, Atelier numérique, Accompagnement à l'emploi, Accompagnement social",True,True,mixte,True,français,,,33
 Conseil administratif,conseil,407,"2 Rue Stéphane Mallarmé, Cenon, France",4703,Conseil,Centre Social Et Culturel La Colline,33150,Cenon,-0.5204998000000387,44.8562755,"Conseil administratif, Formation français, Ecrivain public, Psychologie, Accompagnement social, Activités, Atelier numérique, Accompagnement à l'emploi, Accompagnement social",True,True,mixte,True,français,,,33
 Ecrivain public,conseil,405,"2 Rue Stéphane Mallarmé, Cenon, France",4703,Conseil,Centre Social Et Culturel La Colline,33150,Cenon,-0.5204998000000387,44.8562755,"Conseil administratif, Formation français, Ecrivain public, Psychologie, Accompagnement social, Activités, Atelier numérique, Accompagnement à l'emploi, Accompagnement social",True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"2 ter Rue d'Alésia, 75014 Paris, France",3750,Conseil,PASS PSY - Permanence d’accès aux soins de santé en milieu psychiatrique,75014,Paris,2.340764499999977,48.82684,Accompagnement social,False,False,mixte,False,français,,,75
 Accompagnement social,conseil,404,"2/4 Rue Paul Langevin, 93270 Sevran, France",3323,Conseil,Circonscription du Service Social Départemental de Sevran,93270,Sevran,2.529507400000057,48.9466107,Accompagnement social,False,False,mixte,True,français,,,93
 Conseil administratif,conseil,407,"2/8 Rue Albert Dhalenne, Saint-Ouen, France",7135,Conseil,Maison de l'Emploi de Saint-Ouen-sur-Seine,93400,Saint-Ouen,2.3294538000000102,48.91809739999999,"Accompagnement à l'emploi, Ordinateur, Conseil administratif",False,False,mixte,False,français,,,93
 Accompagnement social,conseil,404,"20 Avenue de la Libération, Arès, France",4230,Conseil,Secours Catholique de Nord Bassin,33740,Arès,-1.137425600000029,44.7652076,Accompagnement social,True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"20 Boulevard du Général d'Armée Jean Simon, 75013 Paris, France",3481,Conseil,AGORAé 13ème,75013,Paris,2.382564000000002,48.826663,"Epicerie Sociale, Conseil logement, Conseil administratif, Accompagnement social, Ordinateur, Wifi, Prise, Activités, Bibliothèque",False,False,mixte,False,français,,,75
 Conseil administratif,conseil,407,"20 Boulevard du Général d'Armée Jean Simon, 75013 Paris, France",3481,Conseil,AGORAé 13ème,75013,Paris,2.382564000000002,48.826663,"Epicerie Sociale, Conseil logement, Conseil administratif, Accompagnement social, Ordinateur, Wifi, Prise, Activités, Bibliothèque",False,False,mixte,False,français,,,75
 Conseil logement,conseil,401,"20 Boulevard du Général d'Armée Jean Simon, 75013 Paris, France",3481,Conseil,AGORAé 13ème,75013,Paris,2.382564000000002,48.826663,"Epicerie Sociale, Conseil logement, Conseil administratif, Accompagnement social, Ordinateur, Wifi, Prise, Activités, Bibliothèque",False,False,mixte,False,français,,,75
 Conseil administratif,conseil,407,"20 Place Pey Berland, Bordeaux, France",2414,Conseil,TAPAJ Bordeaux,33000,Bordeaux,-0.5760103000000072,44.83753350000001,"Addiction, Chantier d'insertion, Conseil administratif, Conseil logement",False,False,mixte,False,français,,,33
 Conseil logement,conseil,401,"20 Place Pey Berland, Bordeaux, France",2414,Conseil,TAPAJ Bordeaux,33000,Bordeaux,-0.5760103000000072,44.83753350000001,"Addiction, Chantier d'insertion, Conseil administratif, Conseil logement",False,False,mixte,False,français,,,33
 Ecrivain public,conseil,405,"20 Rue Bernard et Mazoyer, 93300 Aubervilliers, France",3022,Conseil,Maison de  Justice et du Droit d'Aubervilliers,93300,Aubervilliers,2.3823414999999386,48.9120537,"Permanence juridique, Ecrivain public",True,True,mixte,True,français,,,93
 Permanence juridique,conseil,402,"20 Rue Bernard et Mazoyer, 93300 Aubervilliers, France",3022,Conseil,Maison de  Justice et du Droit d'Aubervilliers,93300,Aubervilliers,2.3823414999999386,48.9120537,"Permanence juridique, Ecrivain public",True,True,mixte,True,français,,,93
 Accompagnement social,conseil,404,"20 Rue du Château, 33480 Castelnau-de-Médoc, France",5387,Conseil,CCAS  de Castelnau de Medoc,33480,Castelnau-de-Médoc,-0.7971678999999767,45.0260404,Accompagnement social,False,False,mixte,False,français,,,33
 Accompagnement social,conseil,404,"20 Rue du Clos Feuquières, 75015 Paris, France",2530,Conseil,Relais Logement (anciennement Accueil Guy Freyche),75015,Paris,2.2921742999999424,48.8364221,"Accueil de jour, Vêtements, Domiciliation, Douche, Laverie, Ordinateur, Accompagnement social, Toilettes, Restauration assise, Bibliothèque, Bagagerie, Halte de nuit, Espaces de repos",False,False,mixte,True,français,,,75
 Accompagnement social,conseil,404,"20 Rue du Clos Français, 93100 Montreuil, France",3074,Conseil,Secours Catholique de Montreuil,93100,Montreuil,2.431867499999953,48.865604,"Restauration assise, Laverie, Douche, Accompagnement social, Vêtements, Conseil administratif",True,True,mixte,False,français,,,93
 Conseil administratif,conseil,407,"20 Rue du Clos Français, 93100 Montreuil, France",3074,Conseil,Secours Catholique de Montreuil,93100,Montreuil,2.431867499999953,48.865604,"Restauration assise, Laverie, Douche, Accompagnement social, Vêtements, Conseil administratif",True,True,mixte,False,français,,,93
 Accompagnement social,conseil,404,"20 Rue du Colonel Fabien, Aubervilliers, France",5158,Conseil,La Fabrique de Santé Madeleine Brès,93300,Aubervilliers,2.3754774000000225,48.9172017,"Généraliste, Conseil administratif, Ecrivain public, Accompagnement social, Formation français",False,False,mixte,True,français,,,93
 Conseil administratif,conseil,407,"20 Rue du Colonel Fabien, Aubervilliers, France",5158,Conseil,La Fabrique de Santé Madeleine Brès,93300,Aubervilliers,2.3754774000000225,48.9172017,"Généraliste, Conseil administratif, Ecrivain public, Accompagnement social, Formation français",False,False,mixte,True,français,,,93
 Ecrivain public,conseil,405,"20 Rue du Colonel Fabien, Aubervilliers, France",5158,Conseil,La Fabrique de Santé Madeleine Brès,93300,Aubervilliers,2.3754774000000225,48.9172017,"Généraliste, Conseil administratif, Ecrivain public, Accompagnement social, Formation français",False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"20 Rue Lamartine, Bassens, France",4634,Conseil,MDS de Bassens,33530,Bassens,-0.5147825999999895,44.9042853,Accompagnement social,False,False,mixte,False,français,,,33
 Conseil administratif,conseil,407,"20 rue Leblanc, 75015 Paris",134,Conseil,Centre Ambulatoire d'Addictologie - CSAPA Monte Cristo,75015,Paris,2.2735695,48.8393498,"Addiction, Psychologie, Infirmerie, Vaccination, Conseil administratif",False,False,mixte,False,français,,,75
 Accompagnement social,conseil,404,"20 Rue Leblanc, 75015 Paris, France",1730,Conseil,Hôpital Européen Georges-Pompidou - PASS,75015,Paris,2.274100800000042,48.8387325,"Généraliste, Accompagnement social",True,True,mixte,True,français,,,75
 Accompagnement social,conseil,404,"20 Rue Léon Giraud, Paris, France",7179,Conseil,Centre social et culturel Espace 19 Ourcq,75019,Paris,2.383573899999988,48.8879669,"Formation français, Soutien scolaire, Ecrivain public, Conseil administratif, Sport, Activités, Accompagnement à l'emploi, Atelier numérique, Accompagnement social",False,False,mixte,True,français,,,75
 Conseil administratif,conseil,407,"20 Rue Léon Giraud, Paris, France",7179,Conseil,Centre social et culturel Espace 19 Ourcq,75019,Paris,2.383573899999988,48.8879669,"Formation français, Soutien scolaire, Ecrivain public, Conseil administratif, Sport, Activités, Accompagnement à l'emploi, Atelier numérique, Accompagnement social",False,False,mixte,True,français,,,75
 Ecrivain public,conseil,405,"20 Rue Léon Giraud, Paris, France",7179,Conseil,Centre social et culturel Espace 19 Ourcq,75019,Paris,2.383573899999988,48.8879669,"Formation français, Soutien scolaire, Ecrivain public, Conseil administratif, Sport, Activités, Accompagnement à l'emploi, Atelier numérique, Accompagnement social",False,False,mixte,True,français,,,75
 Permanence juridique,conseil,402,"20 Rue Pierre et Marie Curie, 33130 Bègles, France",3704,Conseil,Centre socioculturel de l'Estey,33130,Bègles,-0.5543324999999868,44.80885839999999,"Ordinateur, Permanence juridique, Magasin solidaire, Accompagnement à l'emploi, Atelier numérique, Bibliothèque, Restauration assise, Permanence juridique, Activités, Activités, Activités, Sport, Sport, Sport, Activités, Activités, Activités",False,False,mixte,True,français,,,33
 Conseil administratif,conseil,407,"20 Rue Voltaire, 75011 Paris, France",2499,Conseil,CATRED,75011,Paris,2.3921236999999564,48.85263049999999,"Permanence juridique, Conseil administratif",False,False,mixte,False,français,,,75
 Permanence juridique,conseil,402,"20 Rue Voltaire, 75011 Paris, France",2499,Conseil,CATRED,75011,Paris,2.3921236999999564,48.85263049999999,"Permanence juridique, Conseil administratif",False,False,mixte,False,français,,,75
 Accompagnement social,conseil,404,"202 Avenue Jean Jaurès, Neuilly-sur-Marne, France",3489,Conseil,PASS de l'Hôpital Ville-Evrard,93330,Neuilly-sur-Marne,2.545669900000007,48.8624172,"Psychologie, Dentaire, Accompagnement social",True,True,mixte,False,français,,,93
 Accompagnement social,conseil,404,"203 Route de Toulouse, Talence, France",6170,Conseil,Centre Social Bagatelle,33400,Talence,-0.5753632999999354,44.8077894,"Formation français, Activités, Sport, Accompagnement social, Permanence juridique, Soutien scolaire",True,True,mixte,True,français,,,33
 Permanence juridique,conseil,402,"203 Route de Toulouse, Talence, France",6170,Conseil,Centre Social Bagatelle,33400,Talence,-0.5753632999999354,44.8077894,"Formation français, Activités, Sport, Accompagnement social, Permanence juridique, Soutien scolaire",True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"205 Avenue du 8 Mai 1945, Neuilly-sur-Marne, France",7159,Conseil,Centre Social Louise Michel,93330,Neuilly-sur-Marne,2.5343606,48.865285,"Garde d'enfants, Permanence juridique, Ecrivain public, Formation français, Activités, Bien-être, Accompagnement social",False,False,mixte,True,français,,,93
 Ecrivain public,conseil,405,"205 Avenue du 8 Mai 1945, Neuilly-sur-Marne, France",7159,Conseil,Centre Social Louise Michel,93330,Neuilly-sur-Marne,2.5343606,48.865285,"Garde d'enfants, Permanence juridique, Ecrivain public, Formation français, Activités, Bien-être, Accompagnement social",False,False,mixte,True,français,,,93
 Permanence juridique,conseil,402,"205 Avenue du 8 Mai 1945, Neuilly-sur-Marne, France",7159,Conseil,Centre Social Louise Michel,93330,Neuilly-sur-Marne,2.5343606,48.865285,"Garde d'enfants, Permanence juridique, Ecrivain public, Formation français, Activités, Bien-être, Accompagnement social",False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"207 Avenue du Général de Gaulle, 33450 Izon, France",5458,Conseil,CCAS de Izon,33450,Izon,-0.3616329999999834,44.92013069999999,Accompagnement social,False,False,mixte,False,français,,,33
 Accompagnement social,conseil,404,"21 place du Panthéon, 75005 Paris",289,Conseil,Le Centre d'action sociale de la Ville de Paris (CASVP) du 5ème et son Service Social de Proximité (SSP),75005,Paris,2.3444932,48.8465518,"Conseil administratif, Accompagnement social, Conseil logement",False,False,mixte,False,français,,,75
 Conseil logement,conseil,401,"21 place du Panthéon, 75005 Paris",289,Conseil,Le Centre d'action sociale de la Ville de Paris (CASVP) du 5ème et son Service Social de Proximité (SSP),75005,Paris,2.3444932,48.8465518,"Conseil administratif, Accompagnement social, Conseil logement",False,False,mixte,False,français,,,75
 Permanence juridique,conseil,402,"21 Place du Panthéon, 75005, Paris, France",5790,Conseil,Permanence juridique Barreau de Paris Solidarité - Mairie du 5ème,75005,Paris,2.344512200000054,48.84631299999999,Permanence juridique,True,True,mixte,False,français,,,75
 Accompagnement social,conseil,404,"21 Rue de Maubeuge, Paris, France",5834,Conseil,Accueil écoute permanence sociale Maubeuge,75009,Paris,2.343750900000032,48.87784679999999,"Accompagnement social, Conseil administratif",False,False,mixte,False,français,,,75
 Conseil administratif,conseil,407,"21 Rue de Maubeuge, Paris, France",5834,Conseil,Accueil écoute permanence sociale Maubeuge,75009,Paris,2.343750900000032,48.87784679999999,"Accompagnement social, Conseil administratif",False,False,mixte,False,français,,,75
 Accompagnement social,conseil,404,"21 Rue du Palais de Justice, Lesparre-Médoc, France",4589,Conseil,MDS de Lesparre Médoc,33340,Lesparre-Médoc,-0.9390263000000232,45.3078233,"Généraliste, Accompagnement social, Addiction",False,False,mixte,False,français,,,33
 Accompagnement social,conseil,404,"21 Rue Voltaire, 93700 Drancy, France",3218,Conseil,Circonscription du Service Social Départemental de Drancy,93700,Drancy,2.434676800000034,48.9144583,Accompagnement social,False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"212 Rue de Belleville, 75020 Paris, France",306,Conseil,Permanence Sociale d'Accueil (PSA) Belleville,75020,Paris,2.39559410000004,48.8751981,"Domiciliation, Accompagnement social, Permanence juridique, Accompagnement à l'emploi, Psychologie, Conseil administratif, Conseil logement",False,False,mixte,False,français, anglais,,75
 Conseil administratif,conseil,407,"212 Rue de Belleville, 75020 Paris, France",306,Conseil,Permanence Sociale d'Accueil (PSA) Belleville,75020,Paris,2.39559410000004,48.8751981,"Domiciliation, Accompagnement social, Permanence juridique, Accompagnement à l'emploi, Psychologie, Conseil administratif, Conseil logement",False,False,mixte,False,français, anglais,,75
 Conseil logement,conseil,401,"212 Rue de Belleville, 75020 Paris, France",306,Conseil,Permanence Sociale d'Accueil (PSA) Belleville,75020,Paris,2.39559410000004,48.8751981,"Domiciliation, Accompagnement social, Permanence juridique, Accompagnement à l'emploi, Psychologie, Conseil administratif, Conseil logement",False,False,mixte,False,français, anglais,,75
 Permanence juridique,conseil,402,"212 Rue de Belleville, 75020 Paris, France",306,Conseil,Permanence Sociale d'Accueil (PSA) Belleville,75020,Paris,2.39559410000004,48.8751981,"Domiciliation, Accompagnement social, Permanence juridique, Accompagnement à l'emploi, Psychologie, Conseil administratif, Conseil logement",False,False,mixte,False,français, anglais,,75
 Accompagnement social,conseil,404,"21-23 Avenue Nelson Mandela, 93290 Tremblay-en-France, France",2814,Conseil,Mission Locale Intercommunale - antenne de Tremblay-en-France,93290,Tremblay-en-France,2.569058799999993,48.9506895,"Accompagnement social, Accompagnement à l'emploi",True,True,mixte,False,français,,,93
 Conseil administratif,conseil,407,"213 Cours de la Marne, Bordeaux, France",1955,Conseil,PIMMS Bordeaux,33800,Bordeaux,-0.5589340999999877,44.8275763,"Atelier numérique, Conseil logement, Conseil administratif, Ordinateur",True,False,mixte,True,français,,,33
 Conseil logement,conseil,401,"213 Cours de la Marne, Bordeaux, France",1955,Conseil,PIMMS Bordeaux,33800,Bordeaux,-0.5589340999999877,44.8275763,"Atelier numérique, Conseil logement, Conseil administratif, Ordinateur",True,False,mixte,True,français,,,33
 Accompagnement social,conseil,404,"214 Rue la Fayette, Paris, France",6795,Conseil,le Rocher,75010,Paris,2.3669512999999824,48.88180740000001,"Accueil de jour, Accompagnement social, Activités, Activités",False,False,mixte,True,français,,,75
 Accompagnement social,conseil,404,"219 Boulevard Macdonald, 75019 Paris, France",4835,Conseil,Centre Social Rosa Parks,75019,Paris,2.3717838999999685,48.89827830000001,"Conseil administratif, Atelier numérique, Accompagnement social, Soutien scolaire, Ecrivain public, Permanence juridique",True,True,mixte,True,français,,,75
 Conseil administratif,conseil,407,"219 Boulevard Macdonald, 75019 Paris, France",4835,Conseil,Centre Social Rosa Parks,75019,Paris,2.3717838999999685,48.89827830000001,"Conseil administratif, Atelier numérique, Accompagnement social, Soutien scolaire, Ecrivain public, Permanence juridique",True,True,mixte,True,français,,,75
 Ecrivain public,conseil,405,"219 Boulevard Macdonald, 75019 Paris, France",4835,Conseil,Centre Social Rosa Parks,75019,Paris,2.3717838999999685,48.89827830000001,"Conseil administratif, Atelier numérique, Accompagnement social, Soutien scolaire, Ecrivain public, Permanence juridique",True,True,mixte,True,français,,,75
 Permanence juridique,conseil,402,"219 Boulevard Macdonald, 75019 Paris, France",4835,Conseil,Centre Social Rosa Parks,75019,Paris,2.3717838999999685,48.89827830000001,"Conseil administratif, Atelier numérique, Accompagnement social, Soutien scolaire, Ecrivain public, Permanence juridique",True,True,mixte,True,français,,,75
 Conseil administratif,conseil,407,"22 Boulevard Saint-Martin, 33600 Pessac, France",1907,Conseil,CCAS de Pessac,33600,Pessac,-0.6295883000000231,44.8036777,"Accompagnement social, Domiciliation, Colis Alimentaire, Conseil administratif",False,False,mixte,False,français,,,33
 Domiciliation,conseil,403,"22 Boulevard Saint-Martin, 33600 Pessac, France",1907,Conseil,CCAS de Pessac,33600,Pessac,-0.6295883000000231,44.8036777,"Accompagnement social, Domiciliation, Colis Alimentaire, Conseil administratif",False,False,mixte,False,français,,,33
 Ecrivain public,conseil,405,"22 rue de la Saïda, 75015 Paris",310,Conseil,PIMMS Paris Sud,75015,Paris,2.2958057,48.8318322,"Conseil administratif, Ordinateur, Ecrivain public",False,False,mixte,False,français,,,75
 Conseil logement,conseil,401,"22 Rue de la Saïda, 75015 Paris, France",321,Conseil,Point d'accès aux droits (PAD) 15,75015,Paris,2.295695000000024,48.8318042,"Ecrivain public, Permanence juridique, Conseil logement",True,True,mixte,False,français,,,75
 Accompagnement social,conseil,404,"22 Rue du Chemin Vert, 93300 Aubervilliers, France",3121,Conseil,Association familiale des gens du voyage d’Ile de France (AFGDVIF),93300,Aubervilliers,2.374675300000036,48.9195007,"Domiciliation, Accompagnement social",False,False,mixte,True,français,,,93
 Domiciliation,conseil,403,"22 Rue du Chemin Vert, 93300 Aubervilliers, France",3121,Conseil,Association familiale des gens du voyage d’Ile de France (AFGDVIF),93300,Aubervilliers,2.374675300000036,48.9195007,"Domiciliation, Accompagnement social",False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"22 Rue Henri Barbusse, Aubervilliers, France",6066,Conseil,Salle de quartier Villette,93300,Aubervilliers,2.3889292999999725,48.9031436,"Accompagnement social, Accompagnement social, Formation français, Psychologie, Ecrivain public, Ordinateur",False,False,mixte,True,français,,,93
 Ecrivain public,conseil,405,"22 Rue Henri Barbusse, Aubervilliers, France",6066,Conseil,Salle de quartier Villette,93300,Aubervilliers,2.3889292999999725,48.9031436,"Accompagnement social, Accompagnement social, Formation français, Psychologie, Ecrivain public, Ordinateur",False,False,mixte,True,français,,,93
 Accompagnement social,conseil,404,"22 Rue Jacques Kellner, Paris, France",7127,Conseil,Paris Aide aux Victimes PAV75 - Antenne Nord,75017,Paris,2.326157299999977,48.8961231,"Accompagnement social, Psychologie, Permanence juridique",False,False,mixte,False,français, anglais,,75
 Permanence juridique,conseil,402,"22 Rue Jacques Kellner, Paris, France",7127,Conseil,Paris Aide aux Victimes PAV75 - Antenne Nord,75017,Paris,2.326157299999977,48.8961231,"Accompagnement social, Psychologie, Permanence juridique",False,False,mixte,False,français, anglais,,75
 Permanence juridique,conseil,402,"22 Rue Thiers, Libourne, France",6454,Conseil,RAD du TGI de Libourne,33500,Libourne,-0.2446423999999751,44.9138446,Permanence juridique,True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"221 Rue la Fayette, Paris, France",6072,Conseil,Association de la Fondation Etudiante pour la Ville,75010,Paris,2.365306199999964,48.8816284,"Soutien scolaire, Activités, Accompagnement social",False,False,mixte,True,français,,,75
 Conseil logement,conseil,401,"223 rue Achard, 33300 BORDEAUX",1756,Conseil,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Domiciliation,conseil,403,"223 rue Achard, 33300 BORDEAUX",1756,Conseil,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Ecrivain public,conseil,405,"223 rue Achard, 33300 BORDEAUX",1756,Conseil,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Accompagnement social,conseil,404,"228-230 Rue Lecourbe, Paris, France",2244,Conseil,Bagagerie Antigel,75015,Paris,2.293054999999981,48.839819,"Bagagerie, Accueil de jour, Toilettes, Ordinateur, Activités, Accompagnement social, Wifi, Prise, Restauration assise, Fontaine, Bibliothèque",True,True,mixte,False,français,,,75
 Permanence juridique,conseil,402,"23 Allée de la Bourdonnais, Aulnay-sous-Bois, Francenay-sous-Bois, France",5209,Conseil,Permanence juridique au Centre Social Albatros,93600,Aulnay-sous-Bois,2.4986467999999604,48.9556184,Permanence juridique,True,True,mixte,True,français,,,93
 Ecrivain public,conseil,405,"23 Allée Etienne Dolet, 93320 Les Pavillons-sous-Bois, France",3377,Conseil,Association Pavillonnaise pour la Jeunesse et la Culture (APJC),93320,Les Pavillons-sous-Bois,2.506643800000006,48.9027963,"Formation français, Ecrivain public, Activités, Activités",True,True,mixte,True,français,,,93
 Accompagnement social,conseil,404,"23 Avenue Espeleta, 33400 Talence, France",4713,Conseil,Mission Locale de Talence,33400,Talence,-0.5894663999999921,44.8103966,"Accompagnement à l'emploi, Accompagnement social",True,True,mixte,False,français,,,33
 Accompagnement social,conseil,404,"23 Boulevard de la Commanderie, 75019 Paris, France",2500,Conseil,CEDRE - Centre d'Entraide dédié aux Demandeurs d'asile et aux Réfugiés,75019,Paris,2.3840692999999646,48.9019278,"Accompagnement social, Conseil administratif, Bien-être, Formation français, Permanence juridique, Activités, Atelier numérique, Ordinateur, Accueil de jour, Permanence juridique",True,True,mixte,True,français, anglais, russe,75
 Conseil administratif,conseil,407,"23 Boulevard de la Commanderie, 75019 Paris, France",2500,Conseil,CEDRE - Centre d'Entraide dédié aux Demandeurs d'asile et aux Réfugiés,75019,Paris,2.3840692999999646,48.9019278,"Accompagnement social, Conseil administratif, Bien-être, Formation français, Permanence juridique, Activités, Atelier numérique, Ordinateur, Accueil de jour, Permanence juridique",True,True,mixte,True,français, anglais, russe,75
