libelle_evenements,grande_categorie,code_categorie,Adresse,Numéro,categorie_nom,Nom de la structure,Code Postal,Ville,Lat,Lng,sous_categorie,refugie,asile,Sexe,family,Langues.1,Langues.2,Langues.3,code
 Restauration assise,alimentation,602,"4 Parvis Notre-Dame - Pl. Jean-Paul II, 75004 Paris, France",3792,,Notre Dame de Paris,75004,Paris,2.350971100000038,48.85257349999999,Restauration assise,False,False,mixte,False,français,,,75
 Restauration assise,alimentation,602,"40 Rue Saint-Bernard, 75011 Paris, France",3797,,Sainte-Marguerite,75011,Paris,2.380785699999933,48.8531928,Restauration assise,False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"1 Allée Peixotto, 33400 Talence, France",4759,,Médiathèque Castagnéra de Talence,33400,Talence,-0.5898750000000064,44.807376,"Bibliothèque, Ordinateur",False,False,mixte,False,français,,,33
 Activités,activites,804,"1 Chemin du Moulin Basset, Saint-Denis, France",3325,,La Maison des Femmes de Saint-Denis,93200,Saint-Denis,2.3727437999999665,48.9350603,"Accompagnement social, Suivi grossesse, Généraliste, Gynécologie, Dépistage, Infirmerie, Psychologie, Conseil logement, Permanence juridique, Conseil administratif, Bien-être, Activités",True,True,femme,True,français, anglais, arabe,93
 Bibliothèque,activites,803,"1 Cours du Général de Gaulle, Gradignan, France",4785,,Centre de Documentation de Bordeaux Sciences Agro,33170,Gradignan,-0.6053213000000142,44.7905263,"Bibliothèque, Ordinateur",True,True,mixte,True,français,,,33
 Musée,activites,802,"1 Place de la Bourse, Bordeaux, France",4726,,Musée national des douanes,33000,Bordeaux,-0.5699801000000662,44.8408346,Musée,True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"1 Rue Bordier, Aubervilliers, France",5197,,Médiathèque André Breton,93300,Aubervilliers,2.385886199999959,48.9024729,"Bibliothèque, Ordinateur, Ecrivain public",True,True,mixte,False,français,,,93
 Musée,activites,802,"1 Rue de la Légion d'Honneur, 93200 Saint-Denis, France",4746,,Basilique de Saint-Denis,93200,Saint-Denis,2.3584074999999984,48.9347768,Musée,False,False,mixte,True,français,,,93
 Bibliothèque,activites,803,"1 Rue Reynaldo Hahn, Paris, France",4942,,Bibliothèque Assia Djebar,75020,Paris,2.412011600000028,48.8492765,"Bibliothèque, Wifi, Prise, Ordinateur, Toilettes, Permanence juridique, Formation français, Permanence juridique, Activités, Atelier numérique",True,True,mixte,True,français,,,75
 Bibliothèque,activites,803,"1 TER Rue Mechin, L'Île-Saint-Denis, France",4719,,Médiathèque Elsa Triolet,93450,L'Île-Saint-Denis,2.339450100000022,48.935693,"Bibliothèque, Ordinateur",False,False,mixte,True,français,,,93
 Bibliothèque,activites,803,"10 Rue Paul Verlaine, Noisy-le-Sec, France",5827,,Médiathèque Ludothèque du Londeau,93130,Noisy-le-Sec,2.4684108999999808,48.8863855,"Bibliothèque, Ordinateur",False,False,mixte,False,français,,,93
 Bibliothèque,activites,803,"10 Rue Valette, Montreuil, France",5818,,Bibliothèque de quartier Paul Éluard,93100,Montreuil,2.4213237000000163,48.854729,"Bibliothèque, Ordinateur, Wifi, Formation français",True,True,mixte,True,français,,,93
 Activités,activites,804,"100 Allée de l'Aqueduc Saint-Fiacre, 93220 Gagny, France",2951,,Centre Socioculturel des Hauts de Gagny,93220,Gagny,2.532442299999957,48.8901961,"Formation français, Accompagnement social, Activités, Ecrivain public, Soutien scolaire",False,False,mixte,True,français,,,93
 Conseil logement,conseil,401,"101 quai Branly, 75015 Paris",342,,Point d'accès aux droits (PAD) Jeunes - CIDJ,75015,Paris,2.2895245,48.8547709,"Conseil administratif, Conseil logement, Permanence juridique, Permanence juridique, Permanence juridique, Permanence juridique, Permanence juridique",True,True,mixte,False,français,,,75
 Permanence juridique,conseil,402,"101 quai Branly, 75015 Paris",342,,Point d'accès aux droits (PAD) Jeunes - CIDJ,75015,Paris,2.2895245,48.8547709,"Conseil administratif, Conseil logement, Permanence juridique, Permanence juridique, Permanence juridique, Permanence juridique, Permanence juridique",True,True,mixte,False,français,,,75
 Bibliothèque,activites,803,"10-12 Place des Capucins, 33800 Bordeaux, France",4796,,Bibliothèque Capucins / Saint Michel,33800,Bordeaux,-0.5669970999999805,44.83073519999999,"Bibliothèque, Ordinateur, Atelier numérique, Ecrivain public",True,True,mixte,True,français,,,33
 Addiction,sante,101,"103 rue La-Fayette, 75010 Paris",335,,Établissement ADN (Amicale du Nid) Paris,75010,Paris,2.3500418,48.877977,"Accompagnement à l'emploi, Accompagnement social, Permanence juridique, Conseil logement, Dépistage, Activités, Addiction, Domiciliation",True,True,mixte,False,français,,,75
 Bibliothèque,activites,803,"109 Boulevard Mortier, Paris, France",4940,,Bibliothèque Mortier,75020,Paris,2.408425999999963,48.87159029999999,"Bibliothèque, Wifi, Prise, Ordinateur",True,True,mixte,True,français,,,75
 Bibliothèque,activites,803,"10b Route de Germignan, 33160 Saint-Aubin-de-Médoc, France",4772,,Culture et bibliothèques pour tous Saint-Aubin de Médoc,33160,Saint-Aubin-de-Médoc,-0.7206241000000091,44.91174819999999,Bibliothèque,True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"11 Avenue Pierre Curie, 33270 Floirac, France",4787,,M270 / Maisons des savoirs partagés de Floirac,33270,Floirac,-0.5314921000000368,44.8364713,"Bibliothèque, Ordinateur",True,True,mixte,True,français,,,33
 Musée,activites,802,"110-112 Avenue Jean Jaurès, 93700 Drancy, France",4736,,Mémorial de la Shoah de Drancy,93700,Drancy,2.4532497999999805,48.9189893,Musée,False,False,mixte,True,français,,,93
 Formation français,formation-emploi,202,"113 Rue Regnault, 75013 Paris, France",25,,ESI l'Arche d'Avenirs,75013,Paris,2.367905800000017,48.82262419999999,"Douche, Bagagerie, Conseil administratif, Accueil de jour, Toilettes, Laverie, Activités, Formation français, Psychologie, Espaces de repos, Activités",True,True,mixte,False,anglais, espanol, roumain,75
 Psychologie,sante,103,"113 Rue Regnault, 75013 Paris, France",25,,ESI l'Arche d'Avenirs,75013,Paris,2.367905800000017,48.82262419999999,"Douche, Bagagerie, Conseil administratif, Accueil de jour, Toilettes, Laverie, Activités, Formation français, Psychologie, Espaces de repos, Activités",True,True,mixte,False,anglais, espanol, roumain,75
 Bibliothèque,activites,803,"115 Rue de Bagnolet, Paris, France",4939,,Médiathèque Marguerite Duras,75020,Paris,2.4030705000000125,48.8598441,"Bibliothèque, Wifi, Ordinateur, Prise, Formation français",True,True,mixte,True,français,,,75
 Bibliothèque,activites,803,"118 Avenue du Colonel Fabien, Montreuil, France",5819,,Bibliothèque de quartier Colonel Fabien,93100,Montreuil,2.456269900000052,48.8778778,"Bibliothèque, Ordinateur, Wifi",True,True,mixte,True,français,,,93
 Activités,activites,804,"119 Rue du Mont-Cenis, Paris, France",7258,,Espace Paris Jeunes Mont-Cenis,75018,Paris,2.345857000000024,48.8954333,"Accompagnement social, Ordinateur, Accompagnement à l'emploi, Sport, Activités, Soutien scolaire, Wifi",False,False,mixte,False,français,,,75
 Sport,activites,801,"119 Rue du Mont-Cenis, Paris, France",7258,,Espace Paris Jeunes Mont-Cenis,75018,Paris,2.345857000000024,48.8954333,"Accompagnement social, Ordinateur, Accompagnement à l'emploi, Sport, Activités, Soutien scolaire, Wifi",False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"12 Boulevard du Général Gallieni, Aulnay-sous-Bois, France",7701,,Bibliothèque Dumont,93600,Aulnay-sous-Bois,2.495746,48.9303436,"Bibliothèque, Ordinateur, Atelier numérique",False,False,mixte,True,français,,,93
 Bien-être,bien-etre,303,"12 Rue du Chai des Farines, Bordeaux, France",8121,,Les Fées Papillons,33000,Bordeaux,-0.5691876,44.8395215,Bien-être,False,False,mixte,False,français,,,33
 Sport,activites,801,"12 rue René Binet, 75018  Paris",100,,Piscine Bertrand Dauvin,75018,Paris,2.3423489,48.89949,Sport,False,False,mixte,False,français,,,75
 Bien-être,bien-etre,303,"13 Avenue Pierre Wiehn, Pessac, France",6439,,Unité Locale de Pessac,33600,Pessac,-0.6311734999999317,44.8013211,"Accompagnement social, Accompagnement social, Bien-être, Domiciliation, Vêtements",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"14 Boulevard Rouget de Lisle, Montreuil, France",5781,,Bibliothèque Robert-Desnos,93100,Montreuil,2.440635899999961,48.8615395,"Bibliothèque, Wifi, Ordinateur",True,True,mixte,True,français,,,93
 Bien-être,bien-etre,303,"148 Avenue du Président Wilson, Montreuil, France",5673,,Accueil de jour Wilson,93100,Montreuil,2.4386736000000155,48.85425769999999,"Accueil de jour, Restauration assise, Douche, Conseil administratif, Activités, Restauration assise, Restauration assise, Vêtements, Laverie, Bien-être, Accompagnement à l'emploi, Conseil logement",False,False,femme,False,français,,,93
 Activités,activites,804,"1-5 Rue Auguste Blanqui, 93430 Villetaneuse, France",3375,,Secours Populaire - Comité de Villetaneuse,93430,Villetaneuse,2.3436331999999997,48.9637386,"Colis Alimentaire, Vêtements, Activités",False,False,mixte,False,français,,,93
 Bien-être,bien-etre,303,"15 Rue des Écoles, Hourtin, France",6445,,Unité Locale Terres du Médoc (Hourtin),33990,Hourtin,-1.0565922000000685,45.18746779999999,"Accompagnement social, Accompagnement social, Bien-être, Domiciliation, Vêtements",True,True,mixte,True,français,,,33
 Activités,activites,804,"15 Rue Léon Frapié, 75020 Paris, France",9695,,Espace Paris Jeunes Mahalia Jackson,75020,Paris,2.4119433,48.8739327,"Soutien scolaire, Atelier numérique, Accompagnement à l'emploi, Activités, Accompagnement social, Wifi, Ordinateur",False,False,mixte,False,français,,,75
 Sport,activites,801,"15 Rue Marsoulan, 75012 Paris, France",17,,Antenne de Paris 12 (Immaculée Conception),75012,Paris,2.4030698999999918,48.84611400000001,"Accueil de jour, Accompagnement social, Domiciliation, Sport, Activités, Psychologie",False,False,mixte,False,français, anglais, portugais,75
 Bibliothèque,activites,803,"15-17 Rue d'Alleray, 75015 Paris, France",158,,Centre d'accueil et de distribution alimentaire Restos du Coeur 15ème Alleray,75015,Paris,2.301480800000036,48.83807530000001,"Colis Alimentaire, Accompagnement à l'emploi, Bibliothèque, Bien-être, Ecrivain public, Activités, Colis Alimentaire, Conseil administratif, Vêtements",False,False,mixte,True,français,,,75
 Bibliothèque,activites,803,"16 Avenue de la Porte de Montmartre, Paris, France",4937,,Bibliothèque Jacqueline de Romilly,75018,Paris,2.3363143000000264,48.8992101,"Bibliothèque, Wifi, Prise, Ordinateur, Activités",True,True,mixte,True,français,,,75
 Bibliothèque,activites,803,"16 bis Allée des Mimosas, 33600 Pessac, France",4773,,Bibliothèque Pablo Neruda de Pessac,33600,Pessac,-0.6313628999999992,44.7905851,"Bibliothèque, Ordinateur",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"163 Rue de Charenton, Paris, France",2429,,La maison des Femmes de Paris,75012,Paris,2.384114400000044,48.84459939999999,"Accueil de jour, Activités, Restauration assise, Psychologie, Accompagnement à l'emploi, Accompagnement social, Conseil administratif, Permanence juridique, Permanence juridique, Permanence juridique, Formation français, Accompagnement social, Conseil administratif, Douche, Laverie, Activités, Activités, Activités, Activités, Bibliothèque, Activités, Sport, Activités",False,True,femme,False,français,,,75
 Bibliothèque,activites,803,"17 Avenue André Vignau Anglade, Carbon-Blanc, France",4791,,Médiathèque municipale de Carbon-Blanc,33560,Carbon-Blanc,-0.5037935999999945,44.8953165,"Bibliothèque, Ordinateur, Wifi",True,True,mixte,True,français,,,33
 Bien-être,bien-etre,303,"17-19 Route de Bordeaux, 33340 Lesparre-Médoc, France",6444,,Unité Locale Terres du Médoc (Lesparre),33340,Lesparre-Médoc,-0.931367200000068,45.2992645,"Accompagnement social, Accompagnement social, Magasin solidaire, Bien-être, Ecrivain public",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"18 Avenue de la Porte Brancion, Paris, France",5034,,Centre Paris Anim' Brancion,75015,Paris,2.2997950000000174,48.8263457,"Ordinateur, Soutien scolaire, Bien-être, Activités, Formation français, Activités, Sport, Bibliothèque",False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"18 Boulevard Sérurier, Paris, France",4900,,Archives de Paris - Salle de lecture et bibliothèque,75019,Paris,2.406349500000033,48.8785169,Bibliothèque,True,True,mixte,True,français,,,75
 Bien-être,bien-etre,303,"18 Chemin de Barateau, Saint-Loubès, France",6434,,Unité Locale Cœur Entre Deux Mers (Saint Loubès),33450,Saint-Loubès,-0.4622947999999951,44.9240238,"Accompagnement social, Accompagnement social, Colis Alimentaire, Bien-être, Vêtements, Activités",True,True,mixte,True,français,,,33
 Activités,activites,804,"18 Place de la Victoire, 33440 Ambarès-et-Lagrave, France",5279,,CCAS d'Ambares et Lagrave,33440,Ambarès-et-Lagrave,-0.4904579999999896,44.926404,"Conseil logement, Accompagnement social, Activités",False,False,mixte,False,français,,,33
 Ordinateur,technologie,501,"18 Rue Ramus, 75020, Paris, France",317,,PIMMS Paris-Est,75020,Paris,2.3995548999999983,48.86222499999999,"Conseil administratif, Ordinateur",False,False,mixte,False,français,,,75
 Ordinateur,technologie,501,"181 avenue Daumesnil, 75012 Paris",309,,PIMMS Paris Sud-Est,75012,Paris,2.3923911,48.8405694,"Conseil administratif, Ordinateur",False,False,mixte,False,français,,,75
 Conseil administratif,conseil,407,"184A Rue du Faubourg Saint-Denis, Paris, France",1229,,Coordination de l'Accueil des Familles Demandeuses d'Asile (CAFDA),75010,Paris,2.358616799999936,48.8805775,"Permanence juridique, Conseil administratif, Accompagnement social, Domiciliation",False,False,mixte,True,français,,,75
 Bien-être,bien-etre,303,"19 Avenue du Château d'Eau, Mérignac, France",6438,,Unité Locale de Mérignac,33700,Mérignac,-0.6469661999999516,44.85309540000001,"Accompagnement social, Accompagnement social, Bien-être, Ecrivain public, Vêtements",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"19 Rue Beaubourg, 75004 Paris, France",4950,,BPI Bibliothèque publique d’Information,75004,Paris,2.3527354000000287,48.86081569999999,"Bibliothèque, Wifi, Formation français, Formation français",True,True,mixte,False,français,,,75
 Bien-être,bien-etre,303,"1b Passage de la Vierge, 75007 Paris, France",383,,PMI Passage de la Vierge,75007,Paris,2.306617299999971,48.8556526,"Soins enfants, Bien-être, Activités, Soins enfants",False,False,mixte,True,français,,,75
 Bibliothèque,activites,803,"2 Avenue du Général de Gaulle, Rosny-sous-Bois, France",2825,,Espace Tête à Tête,93110,Rosny-sous-Bois,2.4779585999999654,48.8831155,"Psychologie, Musée, Activités, Ordinateur, Bibliothèque",True,True,mixte,True,français,,,93
 Musée,activites,802,"2 Avenue du Général de Gaulle, Rosny-sous-Bois, France",2825,,Espace Tête à Tête,93110,Rosny-sous-Bois,2.4779585999999654,48.8831155,"Psychologie, Musée, Activités, Ordinateur, Bibliothèque",True,True,mixte,True,français,,,93
 Bibliothèque,activites,803,"2 Avenue du Président Vincent Auriol, Cenon, France",4790,,Médiathèque Jacques Rivière de Cenon,33150,Cenon,-0.5201687999999649,44.85519009999999,"Bibliothèque, Ordinateur, Wifi",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"2 Avenue Paul Eluard, 93000 Bobigny, France",3364,,Secours Populaire - Comité de Bobigny,93000,Bobigny,2.444650300000035,48.9069116,"Colis Alimentaire, Ecrivain public, Accompagnement à l'emploi, Conseil logement, Permanence juridique, Conseil administratif, Bibliothèque, Ordinateur, Wifi, Vêtements, Atelier numérique",True,True,mixte,True,français,,,93
 Accompagnement social,conseil,404,"2 place Baudoyer, 75004 Paris",278,,Le Centre d'action sociale de la Ville de Paris (CASVP) du 4ème et son Service Social de Proximité (SSP),75004,Paris,2.3553172,48.8559279,"Conseil administratif, Accompagnement social, Conseil logement",False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"2 Rue de l'Église, 33320 Eysines, France",4789,,Médiathèque Jean Degoul d'Eysines,33320,Eysines,-0.6474468999999772,44.8851364,"Bibliothèque, Ordinateur",True,True,mixte,True,français,,,33
 Conseil administratif,conseil,407,"2 rue de Suez, 75018 Paris",318,,Point d'accès aux droits (PAD) 18,75018,Paris,2.352449,48.887584,"Permanence juridique, Conseil logement, Conseil administratif",False,False,mixte,False,français,,,75
 Conseil logement,conseil,401,"2 rue de Suez, 75018 Paris",318,,Point d'accès aux droits (PAD) 18,75018,Paris,2.352449,48.887584,"Permanence juridique, Conseil logement, Conseil administratif",False,False,mixte,False,français,,,75
 Dépistage,sante,102,"2 rue du Moulin Rouge, 33200 BORDEAUX",1945,,Maison Départamentale de la santé Bordeaux Cauderan,33200,Bordeaux,-0.6029279,44.8419819,"Dépistage, Activités, Vaccination",False,False,mixte,False,français, anglais,,33
 Bibliothèque,activites,803,"2 Rue Edouard Poisson, Aubervilliers, France",5095,,Médiathèque Saint-John Perse,93300,Aubervilliers,2.3839199000000235,48.9107405,"Bibliothèque, Ordinateur, Wifi, Atelier numérique, Ecrivain public",False,False,mixte,False,français,,,93
 Musée,activites,802,"20 Cours d'Albret, Bordeaux, France",4725,,Le musée des Beaux-Arts,33000,Bordeaux,-0.5805430000000342,44.83736599999999,Musée,False,False,mixte,False,français,,,33
 Musée,activites,802,"20 Cours Pasteur, 33000 Bordeaux, France",4723,,Le musée d'Aquitaine,33000,Bordeaux,-0.5750600999999733,44.8355752,Musée,False,False,mixte,False,français,,,33
 Bibliothèque,activites,803,"20 Rue du Clos Feuquières, 75015 Paris, France",2530,,Relais Logement (anciennement Accueil Guy Freyche),75015,Paris,2.2921742999999424,48.8364221,"Accueil de jour, Vêtements, Domiciliation, Douche, Laverie, Ordinateur, Accompagnement social, Toilettes, Restauration assise, Bibliothèque, Bagagerie, Halte de nuit, Espaces de repos",False,False,mixte,True,français,,,75
 Sport,activites,801,"20 Rue Léon Giraud, Paris, France",7179,,Centre social et culturel Espace 19 Ourcq,75019,Paris,2.383573899999988,48.8879669,"Formation français, Soutien scolaire, Ecrivain public, Conseil administratif, Sport, Activités, Accompagnement à l'emploi, Atelier numérique, Accompagnement social",False,False,mixte,True,français,,,75
 Bibliothèque,activites,803,"20 Rue Pierre et Marie Curie, 33130 Bègles, France",3704,,Centre socioculturel de l'Estey,33130,Bègles,-0.5543324999999868,44.80885839999999,"Ordinateur, Permanence juridique, Magasin solidaire, Accompagnement à l'emploi, Atelier numérique, Bibliothèque, Restauration assise, Permanence juridique, Activités, Activités, Activités, Sport, Sport, Sport, Activités, Activités, Activités",False,False,mixte,True,français,,,33
 Bibliothèque,activites,803,"20 Rue Roger Petieu, 93700 Drancy, France",2366,,Restos du Coeur de Drancy,93700,Drancy,2.448045099999945,48.92261819999999,"Colis Alimentaire, Toilettes, Prise, Accueil de jour, Activités, Bibliothèque, Vêtements",False,False,mixte,True,français, anglais, portugais,93
 Conseil administratif,conseil,407,"203 route de Toulouse, 33400 TALENCE",1944,,MSPB de Bagatelle,33400,Talence,-0.5752081,44.8078754,"Suivi grossesse, Dépistage, Conseil administratif, Soins enfants, Vaccination",False,False,mixte,True,français,,,33
 Dépistage,sante,102,"203 route de Toulouse, 33400 TALENCE",1944,,MSPB de Bagatelle,33400,Talence,-0.5752081,44.8078754,"Suivi grossesse, Dépistage, Conseil administratif, Soins enfants, Vaccination",False,False,mixte,True,français,,,33
 Soins enfants,sante,104,"203 route de Toulouse, 33400 TALENCE",1944,,MSPB de Bagatelle,33400,Talence,-0.5752081,44.8078754,"Suivi grossesse, Dépistage, Conseil administratif, Soins enfants, Vaccination",False,False,mixte,True,français,,,33
 Suivi grossesse,sante,107,"203 route de Toulouse, 33400 TALENCE",1944,,MSPB de Bagatelle,33400,Talence,-0.5752081,44.8078754,"Suivi grossesse, Dépistage, Conseil administratif, Soins enfants, Vaccination",False,False,mixte,True,français,,,33
 Vaccination,sante,109,"203 route de Toulouse, 33400 TALENCE",1944,,MSPB de Bagatelle,33400,Talence,-0.5752081,44.8078754,"Suivi grossesse, Dépistage, Conseil administratif, Soins enfants, Vaccination",False,False,mixte,True,français,,,33
 Bibliothèque,activites,803,"21 Rue Camponac, 33600 Pessac, France",4774,,Médiathèque Jacques Ellul de Pessac,33600,Pessac,-0.6425626999999849,44.79953219999999,"Bibliothèque, Ordinateur, Wifi",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"21 Rue Domion, 33200 Bordeaux, France",6175,,Bibliothèque Pierre Veilletet,33200,Bordeaux,-0.6240511999999399,44.85693269999999,"Bibliothèque, Ordinateur, Wifi, Activités, Atelier numérique",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"210 Avenue de l'Argonne, Mérignac, France",4777,,Bibliothèque de Beutre - Mérignac,33700,Mérignac,-0.7006031999999323,44.8180571,Bibliothèque,True,True,mixte,True,français,,,33
 Musée,activites,802,"22 bis Rue Gabriel Péri, Saint-Denis, France",4747,,Musée d'art et d'histoire Paul Eluard,93200,Saint-Denis,2.356038500000068,48.9321459,Musée,False,False,mixte,True,français,,,93
 Bibliothèque,activites,803,"22 Place le Morillon, Montreuil, France",5820,,Bibliothèque de quartier Daniel Renoult,93100,Montreuil,2.479495799999995,48.8654488,"Bibliothèque, Ordinateur, Wifi",True,True,mixte,True,français,,,93
 Ordinateur,technologie,501,"22 rue de la Saïda, 75015 Paris",310,,PIMMS Paris Sud,75015,Paris,2.2958057,48.8318322,"Conseil administratif, Ordinateur, Ecrivain public",False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"221 Avenue de Thouars, Talence, France",4760,,Médiathèque de Thouars/Talence,33400,Talence,-0.592736000000059,44.7924631,"Bibliothèque, Ordinateur",False,False,mixte,False,français,,,33
 Accompagnement social,conseil,404,"223 rue Achard, 33300 BORDEAUX",1756,,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Activités,activites,804,"223 rue Achard, 33300 BORDEAUX",1756,,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Bien-être,bien-etre,303,"223 rue Achard, 33300 BORDEAUX",1756,,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Conseil administratif,conseil,407,"223 rue Achard, 33300 BORDEAUX",1756,,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Sport,activites,801,"223 rue Achard, 33300 BORDEAUX",1756,,AFL Bordeaux Nord,33300,Bordeaux,-0.546481500000027,44.8733716,"Formation français, Conseil administratif, Bien-être, Accompagnement social, Activités, Psychologie, Atelier numérique, Accompagnement à l'emploi, Chantier d'insertion, Toilettes, Conseil logement, Domiciliation, Ecrivain public, Sport, Activités",True,True,mixte,True,français,,,33
 Bibliothèque,activites,803,"228-230 Rue Lecourbe, Paris, France",2244,,Bagagerie Antigel,75015,Paris,2.293054999999981,48.839819,"Bagagerie, Accueil de jour, Toilettes, Ordinateur, Activités, Accompagnement social, Wifi, Prise, Restauration assise, Fontaine, Bibliothèque",True,True,mixte,False,français,,,75
 Activités,activites,804,"23 Rue Raymond Poincaré, Bordeaux, France",6649,,Centre d'animation Bastide Benauge,33100,Bordeaux,-0.5434476000000359,44.8438725,Activités,False,False,mixte,True,français,,,33
 Bibliothèque,activites,803,"23 Rue Roger Salengro, Bondy, France",5822,,Bibliothèque Denis Diderot,93140,Bondy,2.478818700000033,48.9009021,"Bibliothèque, Ordinateur",True,True,mixte,True,français,,,93
 Prise,technologie,503,"24 Rue Ramponeau, 75020 Paris, France",1,,PAJ (Permanence Accueil Jeunes),75020,Paris,2.3799759999999424,48.871202,"Laverie, Douche, Bagagerie, Restauration assise, Accueil de jour, Prise, Toilettes, Infirmerie",False,False,mixte,False,français,,,75
 Bibliothèque,activites,803,"26 Esplanade Nathalie Sarraute, Paris, France",4938,,Bibliothèque Václav Havel,75018,Paris,2.362921700000016,48.88900279999999,"Bibliothèque, Wifi, Ordinateur, Soutien scolaire, Ecrivain public, Formation français, Prise, Atelier numérique, Activités, Activités, Activités, Activités",True,True,mixte,True,français,,,75
 Bibliothèque,activites,803,"26 Rue Aurel Chazeau, Saint-Médard-en-Jalles, France",4761,,Ludo médiathèque,33160,Saint-Médard-en-Jalles,-0.7446472000000313,44.8993961,Bibliothèque,False,False,mixte,True,français,,,33
 Bibliothèque,activites,803,"27b Rue Lopez et Jules Martin, Aubervilliers, France",7390,,Médiathèque Henri Michaux,93300,Aubervilliers,2.3993416000000707,48.9146543,"Bibliothèque, Ordinateur",False,False,mixte,True,français,,,93
 Sport,activites,801,"28 Rue Bernard Tétu, 75019 Paris, France",2680,,Centre social et culturel Espace 19 Cambrai,75019,Paris,2.37765139999999,48.8962737,"Formation français, Conseil administratif, Permanence juridique, Ecrivain public, Sport, Activités, Soutien scolaire, Atelier numérique",False,False,mixte,True,français, anglais,,75
 Conseil administratif,conseil,407,"29 allée Serr, 33100 BORDEAUX",1952,,Structure de Premier Accueil des demandeurs d’asile - SPADA,33100,Bordeaux,-0.559533,44.842303,"Accompagnement social, Permanence juridique, Conseil administratif, Domiciliation, Magasin solidaire",False,True,mixte,True,français, arabe, anglais,33
 Domiciliation,conseil,403,"29 allée Serr, 33100 BORDEAUX",1952,,Structure de Premier Accueil des demandeurs d’asile - SPADA,33100,Bordeaux,-0.559533,44.842303,"Accompagnement social, Permanence juridique, Conseil administratif, Domiciliation, Magasin solidaire",False,True,mixte,True,français, arabe, anglais,33
 Permanence juridique,conseil,402,"29 allée Serr, 33100 BORDEAUX",1952,,Structure de Premier Accueil des demandeurs d’asile - SPADA,33100,Bordeaux,-0.559533,44.842303,"Accompagnement social, Permanence juridique, Conseil administratif, Domiciliation, Magasin solidaire",False,True,mixte,True,français, arabe, anglais,33
 Activités,activites,804,"3 rue d'Aligre, 75012 Paris",1282,,Le Refuge (association d'aide aux jeunes victimes d'homophobie),75012,Paris,2.3771169,48.8479781,"Accueil de jour, Activités, Permanence juridique, Sport, Accompagnement social, Accompagnement à l'emploi",True,True,mixte,False,français,,,75
 Sport,activites,801,"3 rue d'Aligre, 75012 Paris",1282,,Le Refuge (association d'aide aux jeunes victimes d'homophobie),75012,Paris,2.3771169,48.8479781,"Accueil de jour, Activités, Permanence juridique, Sport, Accompagnement social, Accompagnement à l'emploi",True,True,mixte,False,français,,,75
 Activités,activites,804,"3 Rue Henri Michaux, Paris, France",7257,,Espace Paris Jeunes l'Envol,75013,Paris,2.3544895,48.8273563,"Soutien scolaire, Accompagnement social, Sport, Activités, Accompagnement à l'emploi, Ordinateur, Wifi, Conseil logement",False,False,mixte,False,français,,,75
 Sport,activites,801,"3 Rue Henri Michaux, Paris, France",7257,,Espace Paris Jeunes l'Envol,75013,Paris,2.3544895,48.8273563,"Soutien scolaire, Accompagnement social, Sport, Activités, Accompagnement à l'emploi, Ordinateur, Wifi, Conseil logement",False,False,mixte,False,français,,,75
